id_municipio,id_escola,escola,anos_escolares,taxa_aprovacao_2023,indicador_rendimento_2023,nota_saeb_matematica_2023,nota_saeb_lingua_portuguesa_2023,nota_saeb_media_padronizada_2023,ideb_2023,projecao_2023,taxa_aprovacao_2025,indicador_rendimento_2025,nota_saeb_matematica_2025,nota_saeb_lingua_portuguesa_2025,nota_saeb_media_padronizada_2025,ideb_2025,projecao_2025,variacao_absoluta,variacao_percentual,variacao_rendimento,variacao_desempenho,classificacao_variacao
2806107,28016912,ESCOLA-MUNICIPAL-DESEMBARGADOR-JOSE-SOTERO-VIEIRA-DE-MELO,finais (6-9),82.4,0.840462,225.91,236.34,4.370833,3.7,,91.4,0.920639,230.51,234.28,4.413167,4.1,,0.39999999999999947,10.810810810810796,0.08017699999999994,0.04233399999999943,avanco
2806107,28016912,ESCOLA-MUNICIPAL-DESEMBARGADOR-JOSE-SOTERO-VIEIRA-DE-MELO,iniciais (1-5),90.8,0.887042,196.74,188.23,5.140997,4.6,,98.8,0.989346,210.37,194.64,5.517656,5.5,,0.9000000000000004,19.56521739130436,0.10230399999999995,0.3766590000000001,avanco
2806107,28016939,ESCOLA-MUNICIPAL-PROF--ERNESTINA-SILVA,finais (6-9),88.9,0.881473,234.71,233.16,4.4645,3.9,,98.2,0.984251,247.17,239.85,4.783667,4.7,,0.8000000000000003,20.51282051282052,0.10277800000000004,0.3191670000000002,avanco
2806107,28016939,ESCOLA-MUNICIPAL-PROF--ERNESTINA-SILVA,iniciais (1-5),81.0,0.809802,181.58,161.09,4.358229,3.5,,97.6,0.979806,193.51,157.46,4.519901,4.4,,0.9000000000000004,25.714285714285722,0.17000399999999993,0.16167200000000026,avanco
2806107,28030338,ESCOLA-MUL-PROF--JOSE-ANTONIO-SANTOS,iniciais (1-5),98.6,0.986953,166.09,155.83,3.966982,3.9,,97.8,0.979381,194.88,186.15,5.067682,5.0,,1.1,28.20512820512821,-0.007572000000000023,1.1006999999999998,avanco
