ano,sigla_uf,id_municipio,municipio,rede,ensino,anos_escolares,taxa_aprovacao,indicador_rendimento,nota_saeb_matematica,nota_saeb_lingua_portuguesa,nota_saeb_media_padronizada,ideb,projecao,posicao_estadual
2025,SE,2801603,Cedro de São João,municipal,fundamental,iniciais (1-5),99.0,0.991697,219.04,195.07,5.690933,5.6,,6
2025,SE,2802601,Graccho Cardoso,municipal,fundamental,iniciais (1-5),98.2,0.98569,210.53,203.27,5.677619,5.6,,6
2025,SE,2803807,Malhada dos Bois,municipal,fundamental,iniciais (1-5),100.0,1.0,213.0,195.6,5.585302,5.6,,6
2025,SE,2804102,Moita Bonita,municipal,fundamental,iniciais (1-5),99.3,0.993311,213.96,195.79,5.607077,5.6,,6
2025,SE,2807402,Tobias Barreto,municipal,fundamental,iniciais (1-5),98.1,0.980423,212.07,201.33,5.671736,5.6,,6
2025,SE,2800407,Arauá,municipal,fundamental,iniciais (1-5),97.4,0.974895,209.39,203.54,5.660772,5.5,,11
2025,SE,2801405,Carira,municipal,fundamental,iniciais (1-5),96.5,0.965624,211.28,202.01,5.669023,5.5,,11
2025,SE,2804508,Nossa Senhora da Glória,municipal,fundamental,iniciais (1-5),97.4,0.972183,212.37,200.11,5.655279,5.5,,11
2025,SE,2805208,Pinhão,municipal,fundamental,iniciais (1-5),98.7,0.987591,208.51,201.25,5.602342,5.5,,11
2025,SE,2806800,São Domingos,municipal,fundamental,iniciais (1-5),95.3,0.951082,214.73,204.37,5.777772,5.5,,11
2025,SE,2800605,Barra dos Coqueiros,municipal,fundamental,iniciais (1-5),96.0,0.960197,213.01,199.48,5.656038,5.4,,16
2025,SE,2801009,Campo do Brito,municipal,fundamental,iniciais (1-5),95.9,0.957243,210.17,202.86,5.663294,5.4,,16
2025,SE,2805000,Pedra Mole,municipal,fundamental,iniciais (1-5),98.0,0.977321,207.94,196.19,5.499464,5.4,,16
2025,SE,2806107,Rosário do Catete,municipal,fundamental,iniciais (1-5),98.2,0.983556,208.41,193.57,5.460797,5.4,,16
2025,SE,2807303,Telha,municipal,fundamental,iniciais (1-5),100.0,1.0,207.88,193.27,5.445228,5.4,,16
2025,SE,2800100,Amparo do São Francisco,municipal,fundamental,iniciais (1-5),93.4,0.933968,217.36,198.05,5.713053,5.3,,21
2025,SE,2803302,Japaratuba,municipal,fundamental,iniciais (1-5),95.7,0.956588,206.83,199.87,5.54519,5.3,,21
2025,SE,2804805,Nossa Senhora do Socorro,municipal,fundamental,iniciais (1-5),99.0,0.989533,203.45,194.2,5.377595,5.3,,21
2025,SE,2805505,Poço Verde,municipal,fundamental,iniciais (1-5),95.6,0.953235,205.66,201.03,5.543953,5.3,,21
2025,SE,2805802,Riachão do Dantas,municipal,fundamental,iniciais (1-5),98.0,0.98067,206.07,192.41,5.39505,5.3,,21
2025,SE,2806909,São Francisco,municipal,fundamental,iniciais (1-5),97.0,0.968468,209.66,193.8,5.488834,5.3,,21
2025,SE,2807204,Siriri,municipal,fundamental,iniciais (1-5),97.4,0.974135,201.03,201.22,5.459049,5.3,,21
2025,SE,2807600,Umbaúba,municipal,fundamental,iniciais (1-5),95.3,0.953057,204.77,200.71,5.52115,5.3,,21
2025,SE,2801306,Capela,municipal,fundamental,iniciais (1-5),99.6,0.995993,200.75,188.62,5.224614,5.2,,29
2025,SE,2802205,Feira Nova,municipal,fundamental,iniciais (1-5),93.8,0.940304,209.91,196.78,5.547787,5.2,,29
2025,SE,2802304,Frei Paulo,municipal,fundamental,iniciais (1-5),89.8,0.887657,212.6,208.78,5.817305,5.2,,29
2025,SE,2803104,Itabi,municipal,fundamental,iniciais (1-5),96.5,0.966236,206.46,191.02,5.37722,5.2,,29
2025,SE,2804409,Neópolis,municipal,fundamental,iniciais (1-5),99.8,0.997577,198.92,189.09,5.198236,5.2,,29
2025,SE,2805703,Propriá,municipal,fundamental,iniciais (1-5),99.9,0.998794,198.78,191.78,5.244473,5.2,,29
2025,SE,2806206,Salgado,municipal,fundamental,iniciais (1-5),96.9,0.969446,201.67,193.04,5.322535,5.2,,29
2025,SE,2800506,Areia Branca,municipal,fundamental,iniciais (1-5),92.8,0.929675,207.42,189.03,5.359359,5.0,,36
2025,SE,2801702,Cristinápolis,municipal,fundamental,iniciais (1-5),96.5,0.96559,199.65,188.97,5.209985,5.0,,36
2025,SE,2801900,Cumbe,municipal,fundamental,iniciais (1-5),95.3,0.938797,203.25,191.76,5.329415,5.0,,36
2025,SE,2802908,Itabaiana,municipal,fundamental,iniciais (1-5),94.2,0.939681,202.91,192.76,5.341108,5.0,,36
2025,SE,2804300,Muribeca,municipal,fundamental,iniciais (1-5),98.0,0.980707,200.65,184.22,5.142706,5.0,,36
2025,SE,2806008,Ribeirópolis,municipal,fundamental,iniciais (1-5),96.3,0.964473,194.96,189.63,5.132482,5.0,,36
2025,SE,2807105,Simão Dias,municipal,fundamental,iniciais (1-5),97.7,0.97565,192.4,192.27,5.131627,5.0,,36
2025,SE,2801504,Carmópolis,municipal,fundamental,iniciais (1-5),95.0,0.952692,192.57,190.92,5.110325,4.9,,43
2025,SE,2803203,Itaporanga d'Ajuda,municipal,fundamental,iniciais (1-5),97.1,0.971128,192.05,185.08,4.99422,4.9,,43
2025,SE,2803500,Lagarto,municipal,fundamental,iniciais (1-5),95.7,0.956921,196.74,189.43,5.162815,4.9,,43
2025,SE,2804607,Nossa Senhora das Dores,municipal,fundamental,iniciais (1-5),93.5,0.931664,195.86,193.78,5.225112,4.9,,43
2025,SE,2805307,Pirambu,municipal,fundamental,iniciais (1-5),91.2,0.911324,197.13,201.58,5.391167,4.9,,43
2025,SE,2806404,Santana do São Francisco,municipal,fundamental,iniciais (1-5),100.0,1.0,191.64,182.71,4.943305,4.9,,43
2025,SE,2802007,Divina Pastora,municipal,fundamental,iniciais (1-5),97.8,0.979099,191.28,183.49,4.950616,4.8,,49
2025,SE,2802106,Estância,municipal,fundamental,iniciais (1-5),96.6,0.965749,190.45,183.02,4.926231,4.8,,49
2025,SE,2802403,Gararu,municipal,fundamental,iniciais (1-5),97.8,0.979004,191.51,181.01,4.909915,4.8,,49
2025,SE,2802700,Ilha das Flores,municipal,fundamental,iniciais (1-5),99.9,0.99839,192.25,175.27,4.819673,4.8,,49
2025,SE,2804706,Nossa Senhora de Lourdes,municipal,fundamental,iniciais (1-5),95.2,0.952823,197.85,181.7,5.043452,4.8,,49
2025,SE,2802502,General Maynard,municipal,fundamental,iniciais (1-5),100.0,1.0,186.69,174.45,4.698657,4.7,,54
2025,SE,2804201,Monte Alegre de Sergipe,municipal,fundamental,iniciais (1-5),97.7,0.976733,193.91,174.54,4.83808,4.7,,54
2025,SE,2804904,Pacatuba,municipal,fundamental,iniciais (1-5),99.8,0.997984,189.24,174.64,4.750776,4.7,,54
2025,SE,2806602,Santo Amaro das Brotas,municipal,fundamental,iniciais (1-5),95.0,0.943554,189.98,187.94,5.006716,4.7,,54
2025,SE,2803401,Japoatã,municipal,fundamental,iniciais (1-5),97.1,0.972453,184.43,180.74,4.769891,4.6,,58
2025,SE,2803708,Macambira,municipal,fundamental,iniciais (1-5),95.0,0.945152,191.52,177.73,4.850469,4.6,,58
2025,SE,2804458,Nossa Senhora Aparecida,municipal,fundamental,iniciais (1-5),94.9,0.949348,189.94,176.48,4.797589,4.6,,58
2025,SE,2800670,Boquim,municipal,fundamental,iniciais (1-5),94.4,0.945083,189.19,177.67,4.804913,4.5,,61
2025,SE,2801207,Canindé de São Francisco,municipal,fundamental,iniciais (1-5),91.4,0.914495,190.86,182.62,4.926783,4.5,,61
2025,SE,2804003,Maruim,municipal,fundamental,iniciais (1-5),93.3,0.9376,185.82,181.05,4.802054,4.5,,61
2025,SE,2803609,Laranjeiras,municipal,fundamental,iniciais (1-5),93.0,0.930637,183.79,176.77,4.685495,4.4,,64
2025,SE,2806305,Santa Luzia do Itanhy,municipal,fundamental,iniciais (1-5),94.8,0.945828,184.28,172.98,4.625938,4.4,,64
2025,SE,2803906,Malhador,municipal,fundamental,iniciais (1-5),91.6,0.914755,186.33,177.18,4.741423,4.3,,66
2025,SE,2807006,São Miguel do Aleixo,municipal,fundamental,iniciais (1-5),91.4,0.913834,182.06,182.14,4.750117,4.3,,66
2025,SE,2800209,Aquidabã,municipal,fundamental,iniciais (1-5),95.7,0.953402,176.69,169.6,4.419636,4.2,,68
2025,SE,2800704,Brejo Grande,municipal,fundamental,iniciais (1-5),97.7,0.977385,175.78,163.1,4.284087,4.2,,68
2025,SE,2802809,Indiaroba,municipal,fundamental,iniciais (1-5),97.5,0.975102,172.36,167.95,4.307002,4.2,,68
2025,SE,2805604,Porto da Folha,municipal,fundamental,iniciais (1-5),95.3,0.954404,179.7,163.78,4.37126,4.2,,68
2025,SE,2806503,Santa Rosa de Lima,municipal,fundamental,iniciais (1-5),99.1,0.988275,170.33,168.22,4.273171,4.2,,68
2025,SE,2805109,Pedrinhas,municipal,fundamental,iniciais (1-5),96.4,0.964558,172.61,162.53,4.213228,4.1,,73
2025,SE,2805406,Poço Redondo,municipal,fundamental,iniciais (1-5),93.0,0.92921,169.99,170.52,4.3085,4.0,,74
2025,SE,2805901,Riachuelo,municipal,fundamental,iniciais (1-5),86.6,0.868566,181.25,174.37,4.593386,4.0,,74
